Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q13952	reviewed	NFYC_HUMAN	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2)	NFYC	Homo sapiens (Human)	458
Q13976	reviewed	KGP1_HUMAN	cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)	PRKG1 PRKG1B PRKGR1A PRKGR1B	Homo sapiens (Human)	671
Q14002	reviewed	CEAM7_HUMAN	Cell adhesion molecule CEACAM7 (Carcinoembryonic antigen CGM2) (Carcinoembryonic antigen-related cell adhesion molecule 7) (CEA cell adhesion molecule 7)	CEACAM7 CGM2	Homo sapiens (Human)	265
Q14004	reviewed	CDK13_HUMAN	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	Homo sapiens (Human)	1512
Q14005	reviewed	IL16_HUMAN	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	IL16	Homo sapiens (Human)	1332
Q14008	reviewed	CKAP5_HUMAN	Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)	CKAP5 KIAA0097	Homo sapiens (Human)	2032
Q14011	reviewed	CIRBP_HUMAN	Cold-inducible RNA-binding protein (A18 hnRNP) (Glycine-rich RNA-binding protein CIRP)	CIRBP A18HNRNP CIRP	Homo sapiens (Human)	172
Q14012	reviewed	KCC1A_HUMAN	Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha)	CAMK1	Homo sapiens (Human)	370
Q14019	reviewed	COTL1_HUMAN	Coactosin-like protein	COTL1 CLP	Homo sapiens (Human)	142
Q14028	reviewed	CNGB1_HUMAN	Cyclic nucleotide-gated channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Glutamic acid-rich protein) (GARP)	CNGB1 CNCG2 CNCG3L CNCG4 RCNC2	Homo sapiens (Human)	1251
Q14050	reviewed	CO9A3_HUMAN	Collagen alpha-3(IX) chain	COL9A3	Homo sapiens (Human)	684
Q14055	reviewed	CO9A2_HUMAN	Collagen alpha-2(IX) chain	COL9A2	Homo sapiens (Human)	689
Q14061	reviewed	COX17_HUMAN	Cytochrome c oxidase copper chaperone	COX17	Homo sapiens (Human)	63
Q14103	reviewed	HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	HNRNPD AUF1 HNRPD	Homo sapiens (Human)	355
Q14108	reviewed	SCRB2_HUMAN	Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36)	SCARB2 CD36L2 LIMP2 LIMPII	Homo sapiens (Human)	478
Q14114	reviewed	LRP8_HUMAN	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	LRP8 APOER2	Homo sapiens (Human)	963
Q14116	reviewed	IL18_HUMAN	Interleukin-18 (IL-18) (Iboctadekin) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma)	IL18 IGIF IL1F4	Homo sapiens (Human)	193
Q14117	reviewed	DPYS_HUMAN	Dihydropyrimidinase (DHP) (DHPase) (EC 3.5.2.2) (Dihydropyrimidine amidohydrolase) (Hydantoinase)	DPYS	Homo sapiens (Human)	519
Q14118	reviewed	DAG1_HUMAN	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	DAG1	Homo sapiens (Human)	895
Q14126	reviewed	DSG2_HUMAN	Desmoglein-2 (Cadherin family member 5) (HDGC)	DSG2 CDHF5	Homo sapiens (Human)	1118
Q14134	reviewed	TRI29_HUMAN	Tripartite motif-containing protein 29 (Ataxia telangiectasia group D-associated protein)	TRIM29 ATDC	Homo sapiens (Human)	588
Q14137	reviewed	BOP1_HUMAN	Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein)	BOP1 KIAA0124	Homo sapiens (Human)	746
Q14139	reviewed	UBE4A_HUMAN	Ubiquitin conjugation factor E4 A (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 A)	UBE4A KIAA0126	Homo sapiens (Human)	1066
Q14141	reviewed	SEPT6_HUMAN	Septin-6	SEPTIN6 KIAA0128 SEP2 SEPT6	Homo sapiens (Human)	434
Q14142	reviewed	TRI14_HUMAN	Tripartite motif-containing protein 14	TRIM14 KIAA0129	Homo sapiens (Human)	442
Q14145	reviewed	KEAP1_HUMAN	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19)	KEAP1 INRF2 KIAA0132 KLHL19	Homo sapiens (Human)	624
Q14149	reviewed	MORC3_HUMAN	MORC family CW-type zinc finger protein 3 (Nuclear matrix protein 2) (Zinc finger CW-type coiled-coil domain protein 3)	MORC3 KIAA0136 NXP2 ZCWCC3	Homo sapiens (Human)	939
Q14152	reviewed	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)	1382
Q14154	reviewed	DELE1_HUMAN	DAP3-binding cell death enhancer 1 (DAP3-binding cell death enhancer 1, long form) (DELE1(L)) (Death ligand signal enhancer) [Cleaved into: DAP3-binding cell death enhancer 1 short form (DELE1(S)) (S-DELE1) (cDELE1)]	DELE1 DELE KIAA0141	Homo sapiens (Human)	515
Q14155	reviewed	ARHG7_HUMAN	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Homo sapiens (Human)	803
Q14160	reviewed	SCRIB_HUMAN	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL	Homo sapiens (Human)	1655
Q14162	reviewed	SREC_HUMAN	Scavenger receptor class F member 1 (Acetyl LDL receptor) (Scavenger receptor expressed by endothelial cells 1) (SREC-I)	SCARF1 KIAA0149 SREC	Homo sapiens (Human)	830
Q14165	reviewed	MLEC_HUMAN	Malectin	MLEC KIAA0152	Homo sapiens (Human)	292
Q14168	reviewed	MPP2_HUMAN	MAGUK p55 subfamily member 2 (Discs large homolog 2) (Protein MPP2)	MPP2 DLG2	Homo sapiens (Human)	576
Q14181	reviewed	DPOA2_HUMAN	DNA polymerase alpha subunit B (DNA polymerase alpha 70 kDa subunit)	POLA2	Homo sapiens (Human)	598
Q14183	reviewed	DOC2A_HUMAN	Double C2-like domain-containing protein alpha (Doc2) (Doc2-alpha)	DOC2A	Homo sapiens (Human)	400
Q14185	reviewed	DOCK1_HUMAN	Dedicator of cytokinesis protein 1 (180 kDa protein downstream of CRK) (DOCK180)	DOCK1	Homo sapiens (Human)	1865
Q14186	reviewed	TFDP1_HUMAN	Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1)	TFDP1 DP1	Homo sapiens (Human)	410
Q14188	reviewed	TFDP2_HUMAN	Transcription factor Dp-2 (E2F dimerization partner 2)	TFDP2 DP2	Homo sapiens (Human)	446
Q14191	reviewed	WRN_HUMAN	Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]	WRN RECQ3 RECQL2	Homo sapiens (Human)	1432
Q14192	reviewed	FHL2_HUMAN	Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3)	FHL2 DRAL SLIM3	Homo sapiens (Human)	279
Q14194	reviewed	DPYL1_HUMAN	Dihydropyrimidinase-related protein 1 (DRP-1) (Collapsin response mediator protein 1) (CRMP-1) (Inactive dihydropyrimidinase) (Unc-33-like phosphoprotein 3) (ULIP-3)	CRMP1 DPYSL1 ULIP3	Homo sapiens (Human)	572
Q14195	reviewed	DPYL3_HUMAN	Dihydropyrimidinase-related protein 3 (DRP-3) (Collapsin response mediator protein 4) (CRMP-4) (Unc-33-like phosphoprotein 1) (ULIP-1)	DPYSL3 CRMP4 DRP3 ULIP ULIP1	Homo sapiens (Human)	570
Q14197	reviewed	ICT1_HUMAN	Large ribosomal subunit protein mL62 (39S ribosomal protein L58, mitochondrial) (MRP-L58) (Digestion substraction 1) (DS-1) (Immature colon carcinoma transcript 1 protein) (Peptidyl-tRNA hydrolase ICT1, mitochondrial) (EC 3.1.1.29)	MRPL58 DS1 ICT1	Homo sapiens (Human)	206
Q14203	reviewed	DCTN1_HUMAN	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	DCTN1	Homo sapiens (Human)	1278
Q14204	reviewed	DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646
Q14209	reviewed	E2F2_HUMAN	Transcription factor E2F2 (E2F-2)	E2F2	Homo sapiens (Human)	437
Q14213	reviewed	IL27B_HUMAN	Interleukin-27 subunit beta (IL-27 subunit beta) (IL-27B) (Epstein-Barr virus-induced gene 3 protein) (EBV-induced gene 3 protein)	EBI3 IL27B	Homo sapiens (Human)	229
Q14232	reviewed	EI2BA_HUMAN	Translation initiation factor eIF2B subunit alpha (eIF2B GDP-GTP exchange factor subunit alpha)	EIF2B1 EIF2BA	Homo sapiens (Human)	305
Q14240	reviewed	IF4A2_HUMAN	Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)	EIF4A2 DDX2B EIF4F	Homo sapiens (Human)	407
Q14241	reviewed	ELOA1_HUMAN	Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3)	ELOA TCEB3 MSTP059	Homo sapiens (Human)	772
Q14242	reviewed	SELPL_HUMAN	P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)	SELPLG	Homo sapiens (Human)	412
Q14244	reviewed	MAP7_HUMAN	Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7)	MAP7	Homo sapiens (Human)	749
Q14247	reviewed	SRC8_HUMAN	Src substrate cortactin (Amplaxin) (Oncogene EMS1)	CTTN EMS1	Homo sapiens (Human)	550
Q14258	reviewed	TRI25_HUMAN	E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)	TRIM25 EFP RNF147 ZNF147	Homo sapiens (Human)	630
Q14289	reviewed	FAK2_HUMAN	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	PTK2B FAK2 PYK2 RAFTK	Homo sapiens (Human)	1009
Q14315	reviewed	FLNC_HUMAN	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	FLNC ABPL FLN2	Homo sapiens (Human)	2725
Q14318	reviewed	FKBP8_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	FKBP8 FKBP38	Homo sapiens (Human)	412
Q14320	reviewed	FA50A_HUMAN	Protein FAM50A (Protein HXC-26) (Protein XAP-5)	FAM50A DXS9928E HXC26 XAP5	Homo sapiens (Human)	339
Q14324	reviewed	MYPC2_HUMAN	Myosin-binding protein C, fast-type (Fast MyBP-C) (C-protein, skeletal muscle fast isoform)	MYBPC2 MYBPCF	Homo sapiens (Human)	1141
Q14331	reviewed	FRG1_HUMAN	Protein FRG1 (FSHD region gene 1 protein)	FRG1	Homo sapiens (Human)	258
Q14332	reviewed	FZD2_HUMAN	Frizzled-2 (Fz-2) (hFz2) (FzE2)	FZD2	Homo sapiens (Human)	565
Q14344	reviewed	GNA13_HUMAN	Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G-protein subunit alpha-13)	GNA13	Homo sapiens (Human)	377
Q14353	reviewed	GAMT_HUMAN	Guanidinoacetate N-methyltransferase (EC 2.1.1.2)	GAMT	Homo sapiens (Human)	236
Q14376	reviewed	GALE_HUMAN	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase)	GALE	Homo sapiens (Human)	348
Q14392	reviewed	LRC32_HUMAN	Transforming growth factor beta activator LRRC32 (Garpin) (Glycoprotein A repetitions predominant) (GARP) (Leucine-rich repeat-containing protein 32)	LRRC32 D11S833E	Homo sapiens (Human)	662
Q14393	reviewed	GAS6_HUMAN	Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand)	GAS6 AXLLG	Homo sapiens (Human)	678
Q14397	reviewed	GCKR_HUMAN	Glucokinase regulatory protein (GKRP) (Glucokinase regulator)	GCKR	Homo sapiens (Human)	625
Q14416	reviewed	GRM2_HUMAN	Metabotropic glutamate receptor 2 (mGluR2)	GRM2 GPRC1B MGLUR2	Homo sapiens (Human)	872
Q14432	reviewed	PDE3A_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A) (cGMP-inhibited cAMP phosphodiesterase) (cGI-PDE)	PDE3A	Homo sapiens (Human)	1141
Q14444	reviewed	CAPR1_HUMAN	Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105	Homo sapiens (Human)	709
Q14449	reviewed	GRB14_HUMAN	Growth factor receptor-bound protein 14 (GRB14 adapter protein)	GRB14	Homo sapiens (Human)	540
Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532
Q14457	reviewed	BECN1_HUMAN	Beclin-1 (Coiled-coil myosin-like BCL2-interacting protein) (Protein GT197) [Cleaved into: Beclin-1-C 35 kDa; Beclin-1-C 37 kDa]	BECN1 GT197	Homo sapiens (Human)	450
Q14469	reviewed	HES1_HUMAN	Transcription factor HES-1 (Class B basic helix-loop-helix protein 39) (bHLHb39) (Hairy and enhancer of split 1) (Hairy homolog) (Hairy-like protein) (hHL)	HES1 BHLHB39 HL HRY	Homo sapiens (Human)	280
Q14493	reviewed	SLBP_HUMAN	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)	SLBP HBP	Homo sapiens (Human)	270
Q14498	reviewed	RBM39_HUMAN	RNA-binding protein 39 (CAPER alpha) (CAPERalpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1)	RBM39 HCC1 RNPC2	Homo sapiens (Human)	530
Q14511	reviewed	CASL_HUMAN	Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (CASS2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55]	NEDD9 CASL	Homo sapiens (Human)	834
Q14515	reviewed	SPRL1_HUMAN	SPARC-like protein 1 (High endothelial venule protein) (Hevin) (MAST 9)	SPARCL1	Homo sapiens (Human)	664
Q14524	reviewed	SCN5A_HUMAN	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)	SCN5A	Homo sapiens (Human)	2016
Q14527	reviewed	HLTF_HUMAN	Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3)	HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1	Homo sapiens (Human)	1009
Q14534	reviewed	ERG1_HUMAN	Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)	SQLE ERG1	Homo sapiens (Human)	574
Q14541	reviewed	HNF4G_HUMAN	Hepatocyte nuclear factor 4-gamma (HNF-4-gamma) (Nuclear receptor subfamily 2 group A member 2)	HNF4G NR2A2	Homo sapiens (Human)	408
Q14554	reviewed	PDIA5_HUMAN	Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)	PDIA5 PDIR	Homo sapiens (Human)	519
Q14558	reviewed	KPRA_HUMAN	Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39)	PRPSAP1	Homo sapiens (Human)	356
Q14562	reviewed	DHX8_HUMAN	ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1)	DHX8 DDX8	Homo sapiens (Human)	1220
Q14565	reviewed	DMC1_HUMAN	Meiotic recombination protein DMC1/LIM15 homolog	DMC1 DMC1H LIM15	Homo sapiens (Human)	340
Q14566	reviewed	MCM6_HUMAN	DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM)	MCM6	Homo sapiens (Human)	821
Q14573	reviewed	ITPR3_HUMAN	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3 (IP3 receptor isoform 3) (IP3R-3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)	ITPR3	Homo sapiens (Human)	2671
Q14587	reviewed	ZN268_HUMAN	Zinc finger protein 268 (Zinc finger protein HZF3)	ZNF268	Homo sapiens (Human)	947
Q14596	reviewed	NBR1_HUMAN	Next to BRCA1 gene 1 protein (Cell migration-inducing gene 19 protein) (Membrane component chromosome 17 surface marker 2) (Neighbor of BRCA1 gene 1 protein) (Protein 1A1-3B)	NBR1 1A13B KIAA0049 M17S2 MIG19	Homo sapiens (Human)	966
Q14623	reviewed	IHH_HUMAN	Indian hedgehog protein (IHH) (EC 3.1.-.-) (HHG-2) [Cleaved into: Indian hedgehog protein N-product]	IHH	Homo sapiens (Human)	411
Q14624	reviewed	ITIH4_HUMAN	Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4]	ITIH4 IHRP ITIHL1 PK120 PRO1851	Homo sapiens (Human)	930
Q14626	reviewed	I11RA_HUMAN	Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA) [Cleaved into: Soluble interleukin-11 receptor subunit alpha (sIL-11R) (sIL-11RA) (sIL11RA)]	IL11RA	Homo sapiens (Human)	422
Q14627	reviewed	I13R2_HUMAN	Interleukin-13 receptor subunit alpha-2 (IL-13 receptor subunit alpha-2) (IL-13R subunit alpha-2) (IL-13R-alpha-2) (IL-13RA2) (Interleukin-13-binding protein) (CD antigen CD213a2)	IL13RA2 IL13R	Homo sapiens (Human)	380
Q14653	reviewed	IRF3_HUMAN	Interferon regulatory factor 3 (IRF-3)	IRF3	Homo sapiens (Human)	427
Q14654	reviewed	KCJ11_HUMAN	ATP-sensitive inward rectifier potassium channel 11 (IKATP) (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)	KCNJ11	Homo sapiens (Human)	390
Q14657	reviewed	LAGE3_HUMAN	EKC/KEOPS complex subunit LAGE3 (L antigen family member 3) (Protein ESO-3) (Protein ITBA2)	LAGE3 DXS9879E ESO3 ITBA2	Homo sapiens (Human)	143
Q14669	reviewed	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	TRIP12 KIAA0045 ULF	Homo sapiens (Human)	1992
Q14671	reviewed	PUM1_HUMAN	Pumilio homolog 1 (HsPUM) (Pumilio-1)	PUM1 KIAA0099 PUMH1	Homo sapiens (Human)	1186
Q14674	reviewed	ESPL1_HUMAN	Separin (EC 3.4.22.49) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) (Separase)	ESPL1 ESP1 KIAA0165	Homo sapiens (Human)	2120
Q14676	reviewed	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)	MDC1 KIAA0170 NFBD1	Homo sapiens (Human)	2089
Q14677	reviewed	EPN4_HUMAN	Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)	CLINT1 ENTH EPN4 EPNR KIAA0171	Homo sapiens (Human)	625
Q14678	reviewed	KANK1_HUMAN	KN motif and ankyrin repeat domain-containing protein 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein)	KANK1 ANKRD15 KANK KIAA0172	Homo sapiens (Human)	1352
Q14679	reviewed	TTLL4_HUMAN	Tubulin monoglutamylase TTLL4 (EC 6.3.2.-) (Protein monoglutamylase TTLL4) (Tubulin--tyrosine ligase-like protein 4)	TTLL4 KIAA0173	Homo sapiens (Human)	1199
Q14680	reviewed	MELK_HUMAN	Maternal embryonic leucine zipper kinase (hMELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase) (Protein kinase PK38) (hPK38) (Tyrosine-protein kinase MELK) (EC 2.7.10.2)	MELK KIAA0175	Homo sapiens (Human)	651
Q14683	reviewed	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	Homo sapiens (Human)	1233
Q14684	reviewed	RRP1B_HUMAN	Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)	RRP1B KIAA0179	Homo sapiens (Human)	758
Q14690	reviewed	RRP5_HUMAN	Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)	PDCD11 KIAA0185	Homo sapiens (Human)	1871
Q14691	reviewed	PSF1_HUMAN	DNA replication complex GINS protein PSF1 (GINS complex subunit 1)	GINS1 KIAA0186 PSF1	Homo sapiens (Human)	196
Q14692	reviewed	BMS1_HUMAN	Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)	BMS1 BMS1L KIAA0187	Homo sapiens (Human)	1282
Q14694	reviewed	UBP10_HUMAN	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	USP10 KIAA0190	Homo sapiens (Human)	798
Q14697	reviewed	GANAB_HUMAN	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944
Q14703	reviewed	MBTP1_HUMAN	Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1)	MBTPS1 KIAA0091 S1P SKI1	Homo sapiens (Human)	1052
Q14721	reviewed	KCNB1_HUMAN	Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (h-DRK1) (Voltage-gated potassium channel subunit Kv2.1)	KCNB1	Homo sapiens (Human)	858
Q14728	reviewed	MFS10_HUMAN	Major facilitator superfamily domain-containing protein 10 (Tetracycline transporter-like protein)	MFSD10 TETRAN	Homo sapiens (Human)	455
Q14738	reviewed	2A5D_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	PPP2R5D	Homo sapiens (Human)	602
Q14739	reviewed	LBR_HUMAN	Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (LMN2R) (Lamin-B receptor) (Sterol C14-reductase)	LBR	Homo sapiens (Human)	615
Q14749	reviewed	GNMT_HUMAN	Glycine N-methyltransferase (EC 2.1.1.20)	GNMT	Homo sapiens (Human)	295
Q14764	reviewed	MVP_HUMAN	Major vault protein (MVP) (Lung resistance-related protein)	MVP LRP	Homo sapiens (Human)	893
Q14766	reviewed	LTBP1_HUMAN	Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1)	LTBP1	Homo sapiens (Human)	1721
Q14781	reviewed	CBX2_HUMAN	Chromobox protein homolog 2	CBX2	Homo sapiens (Human)	532
Q14790	reviewed	CASP8_HUMAN	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	Homo sapiens (Human)	479
